date,day_number,dph_new_cases,dph_cumulative_cases,dph_new_deaths,dph_cumulative_deaths,dph_total_tested_est,test_positivity,hospitalized_ever,hospitalized_ever_pct,hospitalized_now,hospitalized_now_icu,conf_susp_cases,hospitalized_now_vent,deaths_w_race,pct_deaths_latinx,pct_deaths_white,pct_deaths_asian,pct_deaths_black,pct_deaths_pacisl,pct_deaths_other,dph_cumulative_cases_peh,dph_cumulative_cases_peh_housed,dph_new_deaths_peh,dph_cumulative_deaths_peh,r_effective,r_eff_ci_min,r_eff_ci_max,cases_lac_natam,cases_lac_asian,cases_lac_black,cases_lac_latinx,cases_lac_pacisl,cases_lac_white,cases_lac_other,cases_lac_underinv,deaths_lac_natam,deaths_lac_asian,deaths_lac_black,deaths_lac_latinx,deaths_lac_pacisl,deaths_lac_white,deaths_lac_other,deaths_lac_underinv,saho_icu_nocal,saho_icu_bayarea,saho_icu_grsac,saho_icu_sjv,saho_icu_socal
2020-07-11,130,2916,130242,57,3793,1313000,.090000004,9840,,2032,.27000001,,.18000001,3529,.46000001,.25999999,.16,.11,.0049999999,.0049999999,,,,,,,,105,4264,3476,35218,434,9892,20009,50138,9,550,386,1615,13,928,28,19,,,,,
2020-07-12,131,3322,133549,18,3809,1336000,.090000004,9879,,2093,.25999999,,.19,3543,.46000001,.25999999,.16,.11,.0049999999,.0049999999,,,,,,,,112,4328,3554,36342,453,10097,20700,51105,9,550,387,1622,14,934,27,19,,,,,
2020-07-13,132,2593,136129,13,3822,1338806,.090000004,9927,,2056,.28,,.2,3553,.46000001,.25999999,.16,.11,.0049999999,.0049999999,807,288,,,,,,111,4380,3620,37344,460,10248,20964,52097,9,551,387,1627,14,937,28,22,,,,,
2020-07-14,133,4244,140307,73,3894,1387000,.090000004,10162,,2103,.27000001,,.19,3619,.46000001,.25999999,.15000001,.11,.0099999998,.0099999998,,,,,,,,115,4474,3737,38934,472,10549,21440,53426,9,558,391,1662,14,957,28,26,,,,,
2020-07-15,134,2758,143009,44,3932,1409000,.090000004,10360,,2193,.25999999,,.17,3598,.44999999,.25999999,.16,.11,.0099999998,.0099999998,833,303,,,1.0700001,.94,1.2,119,4505,3792,39552,479,10656,21662,54815,8,559,385,1625,14,946,61,82,,,,,
2020-07-16,135,4592,147468,59,3988,1440000,.090000004,10626,,2173,.27000001,,.17,3701,.46000001,.25999999,.15000001,.11,.0099999998,.0099999998,,,,,,,,123,4605,3900,41682,481,10913,21722,56415,9,569,397,1719,16,962,29,30,,,,,
2020-07-17,136,2885,150319,62,4047,1465000,.090000004,10846,,2122,.25999999,,.18000001,3760,.46000001,.25999999,.15000001,.11,.0099999998,.0099999998,,,,,,,,127,4661,3983,43150,489,11083,21791,57163,9,577,400,1758,17,971,28,29,,,,,
2020-07-18,137,2770,153041,37,4084,1491000,.090000004,11059,,2188,.28,,.18000001,3801,.47,.25999999,.15000001,.11,.0049999999,.0049999999,,,,,,,,134,4758,4094,44409,500,11277,22132,57760,9,578,409,1782,17,980,26,24,,,,,
2020-07-19,138,2848,155887,11,4095,1515000,.1,11092,,2216,.25999999,,.19,3812,.47,.25999999,.15000001,.11,.0049999999,.0049999999,,,,,,,,139,4831,4162,45434,505,11432,22584,58685,9,578,410,1787,17,985,26,24,,,,,
2020-07-20,139,3160,159045,9,4104,1540289,.1,11121,,2232,.25999999,,.19,3820,.47,.25999999,.15000001,.11,.0049999999,.0049999999,916,314,,,,,,140,4922,4250,47038,514,11636,23116,59284,9,578,410,1790,17,990,26,24,,,,,
2020-07-21,140,2741,161673,50,4154,1559000,.096000001,11371,,2218,.25999999,,.18000001,3867,.47,.25999999,.15000001,.11,.0049999999,.0049999999,,,,,,,,142,4970,4308,47927,519,11801,23214,60543,10,582,413,1820,17,997,28,26,,,,,
2020-07-22,141,3266,164870,64,4213,1579000,.1,11704,,2207,.27000001,,.19,3927,.47,.25999999,.15000001,.11,.0049999999,.0049999999,,,,,.94,.81999999,1.0700001,150,5050,4391,49160,530,12060,23333,61595,10,591,419,1855,16,1008,28,24,,,,,
2020-07-23,142,2014,166848,49,4262,1593000,.1,11960,,2210,.28,,.19,3976,.47,.25999999,.15000001,.11,.0049999999,.0049999999,,,,,,,,153,5125,4451,49937,547,12205,23534,62031,10,600,424,1882,16,1016,28,22,,,,,
2020-07-24,143,1949,168757,44,4300,1605000,.1,12095,,1928,.28999999,2470,.16,4014,.47,.25,.15000001,.11,.0099999998,.0099999998,,,,,,,,153,5187,4514,50791,552,12400,23708,62405,10,606,429,1906,19,1017,27,21,,,,,
2020-07-25,144,3628,172325,53,4351,1621670,.1,12189,,2016,.30000001,2598,.15000001,4063,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,159,5298,4623,52836,564,12691,23925,63004,11,609,434,1938,19,1024,28,23,,,,,
2020-07-26,145,1703,173995,10,4360,1640000,.1,12215,,2033,.31,2628,.16,4069,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,161,5337,4687,53203,573,12787,24274,63619,11,609,438,1938,19,1025,29,24,,,,,
2020-07-27,146,2039,176028,17,4375,1649000,.1,12230,,2017,.28999999,2552,.18000001,4083,.47999999,.25,.15000001,.11,.0049999999,.0049999999,989,335,,,,,,163,5391,4727,54353,575,12885,24355,64203,12,612,438,1942,19,1032,28,25,,,,,
2020-07-28,147,2708,178642,51,4426,1675000,.1,12300,,2051,.28999999,2621,.18000001,4133,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,162,5433,4774,54846,581,12999,24507,65856,12,619,441,1976,19,1038,28,26,,,,,
2020-07-29,148,4825,183383,91,4516,1682633,.1,12473,,2045,.28,2599,.17,4223,.47999999,.25,.15000001,.11,.0049999999,.0049999999,1029,351,,,.92000002,.86000001,.98000002,164,5551,4907,57703,595,13304,24531,66810,12,632,449,2035,19,1049,27,20,,,,,
2020-07-30,149,2628,185872,41,4552,1733000,.1,12638,,2022,.27000001,2597,.17,4260,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,165,5623,4974,59065,594,13442,24458,67660,12,639,452,2050,19,1060,28,17,,,,,
2020-07-31,150,2651,188481,69,4621,1760000,.1,12774,,2002,.28999999,2568,.18000001,4321,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,169,5696,5042,60342,598,13578,24356,68645,12,649,458,2087,19,1069,27,18,,,,,
2020-08-01,151,2303,190693,50,4669,1779000,.1,12956,,1904,.30000001,,.18000001,4365,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,170,5751,5115,61795,600,13711,24208,69228,12,653,465,2112,19,1077,27,19,,,,,
2020-08-02,152,1856,192167,23,4692,1790586,.1,12998,,1856,.31,,.18000001,4407,.47999999,.25,.15000001,.11,.0049999999,.0049999999,,,,,,,,172,5792,5148,62367,603,13776,24219,69811,12,657,468,2125,20,1079,26,20,,,,,
2020-08-03,153,1634,193788,12,4701,1804698,.1,13034,,1784,.30000001,,.18000001,4407,.47999999,.25,.15000001,.11,.0049999999,.0049999999,1127,363,,,,,,173,5825,5183,63328,606,13861,24272,70251,12,659,469,2130,20,1080,27,18,,,,,
2020-08-04,154,1901,195614,57,4758,1818000,.1,13271,,1757,.31,,,4453,.49000001,.23999999,.15000001,.11,.0049999999,.0049999999,,,,,,,,175,5875,5240,64316,607,13990,24264,70769,12,666,475,2168,18,1085,29,18,,,,,
2020-08-05,155,2347,197912,68,4825,1839000,.1,13470,,1768,.30000001,,.18000001,4520,.49000001,.23999999,.15000001,.11,.0049999999,.0049999999,1178,,,,.91000003,.82999998,.99000001,176,5960,5325,65470,609,14212,24514,71261,12,676,479,2207,18,1100,28,17,,,,,
2020-08-06,156,3290,201106,48,4869,1860000,.1,13613,,1741,.28999999,,,4562,.49000001,.23999999,.15000001,.11,.0049999999,.0049999999,,,,,,,,178,6031,5393,66703,613,14387,24612,72539,12,686,483,2237,16,1101,27,16,,,,,
2020-08-07,157,3116,204167,53,4918,1893000,.1,13767,,1680,.30000001,,,4610,.49000001,.23999999,.15000001,.1,.0099999998,.0099999998,,,,,,,,179,6105,5476,67805,620,14601,24807,73830,12,694,483,2264,16,1113,28,17,,,,,
2020-08-08,158,2645,206761,51,4967,1914731,.1,13867,,1610,.31,,,4659,.49000001,.23999999,.15000001,.1,.0099999998,.0099999998,,,,,,,,179,6208,5559,68945,623,14801,24898,74713,11,704,487,2293,16,1120,28,16,,,,,
2020-08-09,159,1789,208528,10,4977,1932963,.1,13886,,1568,.31,,,4685,.49000001,.23999999,.15000001,.1,.0099999998,.0099999998,,,,,,,,180,6258,5591,69752,626,14929,24996,75344,11,706,487,2301,16,1121,28,15,,,,,
2020-08-10,160,1920,210424,19,4996,1952000,.1,13916,,1514,.31,,.18000001,4688,.49000001,.23999999,.15000001,.1,.0099999998,.0099999998,1246,381,,,,,,181,6289,5654,70470,630,15061,25212,76040,11,706,489,2313,16,1125,28,16,,,,,
2020-08-11,161,1440,211808,63,5057,1965000,.1,14073,,1524,.31999999,,,4746,.49000001,.23999999,.15000001,.1,.0099999998,.0099999998,,,,,,,,182,6352,5701,71015,636,15163,25251,76502,11,716,490,2345,16,1138,30,17,,,,,
2020-08-12,162,2428,214197,58,5109,1984394,.1,14231,,1538,.31999999,,.19,4801,.5,.23999999,.15000001,.1,.0049999999,.0049999999,1278,,,,.86000001,.79000002,.93000001,182,6423,5767,71945,645,15317,25432,77143,11,725,492,2380,18,1149,26,13,,,,,
2020-08-13,163,1999,216139,64,5171,2012000,.1,14398,,1481,.31999999,,,4857,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,184,6501,5867,72861,652,15500,25919,77226,12,732,495,2416,17,1159,26,16,,,,,
2020-08-14,164,2642,218693,45,5214,2037000,.1,14561,,1415,.33000001,,,4904,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,187,6552,5949,73807,659,15684,26145,78107,12,737,499,2442,18,1168,28,11,,,,,
2020-08-15,165,2103,220762,35,5245,2063000,.1,14771,,1393,.33000001,,,4932,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,187,6611,6016,74582,663,15813,26196,78953,12,738,499,2465,18,1170,30,13,,,,,
2020-08-16,166,1192,221950,9,5254,2078000,.1,14778,,1357,.31999999,,,4942,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,188,6645,6044,74908,663,15898,26287,79471,12,738,500,2470,18,1173,31,11,,,,,
2020-08-17,167,1185,223131,19,5273,2093000,.1,14783,,1341,.33000001,,.19,4960,.5,.23999999,.15000001,.1,.0049999999,.0049999999,1348,,,,,,,188,6687,6098,75390,666,16001,26361,79873,12,743,501,2479,16,1178,31,12,,,,,
2020-08-18,168,1003,224031,64,5335,2103000,.1,15030,,1352,.31999999,,,5022,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,187,6715,6117,75717,667,16071,26330,80258,11,756,506,2506,16,1192,35,12,,,,,
2020-08-19,169,1956,225827,61,5392,2121000,.1,15250,,1378,.31999999,,.19,5072,.5,.23999999,.15000001,.1,.0049999999,.0049999999,1380,,,,.92000002,.82999998,1.01,187,6766,6185,76615,666,16213,26341,80811,10,762,512,2535,16,1204,33,14,,,,,
2020-08-20,170,1603,227346,57,5446,2136000,.1,15443,,1378,.31,,,5123,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,188,6805,6229,77396,667,16336,26373,81220,10,767,519,2565,16,1214,32,13,,,,,
2020-08-21,171,1759,229054,46,5491,2154000,.1,15699,,1347,.31999999,,,5167,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,188,6840,6279,78244,670,16492,26355,81796,10,769,525,2590,17,1225,31,13,,,,,
2020-08-22,172,1644,230662,48,5537,2168595,.1,15816,,1280,.33000001,,,5209,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,188,6894,6343,79082,675,16635,26429,82132,10,774,527,2618,17,1235,28,16,,,,,
2020-08-23,173,1098,231695,8,5545,2182882,.1,15822,,1247,.33000001,,,5217,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,189,6920,6361,79378,678,16720,26472,82583,10,775,527,2625,17,1235,28,16,,,,,
2020-08-24,174,1198,232893,13,5558,2195000,.1,15833,,1219,.31999999,,.18000001,5231,.5,.23999999,.15000001,.1,.0049999999,.0049999999,1498,422,,,,,,189,6940,6388,79723,679,16819,26551,83202,10,776,527,2633,17,1240,28,15,,,,,
2020-08-25,175,989,233777,51,5605,2207000,.1,16072,,1200,.31999999,,,5277,.5,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,191,6972,6434,80214,679,16946,26543,83352,10,779,529,2662,17,1251,29,14,,,,,
2020-08-26,176,1642,235386,58,5663,2221000,.1,16286,,1186,.31999999,,,5330,.5,.23999999,.15000001,.1,.0049999999,.0049999999,1546,,,,.92000002,.85000002,.99000001,191,7012,6482,81013,682,17139,26547,83769,10,789,534,2690,15,1266,26,14,,,,,
2020-08-27,177,1636,236986,38,5701,2241000,.1,16418,,1168,.31999999,,,5368,.50999999,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,196,7054,6522,81796,681,17269,26557,84316,10,796,536,2715,15,1269,27,13,,,,,
2020-08-28,178,1509,238458,31,5732,2257000,.1,16450,,1168,.31999999,,,5397,.50999999,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,198,7096,6563,82422,683,17415,26609,84783,10,802,541,2727,15,1275,27,15,,,,,
2020-08-29,179,1339,239756,27,5759,2272000,.1,16476,,1116,.31999999,,,5423,.50999999,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,198,7124,6596,83050,683,17528,26561,85234,11,805,541,2745,15,1278,28,13,,,,,
2020-08-30,180,1030,240749,10,5769,2282000,.1,16479,,1089,.31999999,,,5429,.50999999,.23999999,.15000001,.1,.0049999999,.0049999999,,,,,,,,198,7143,6625,83383,683,17608,26615,85640,11,805,541,2751,16,1277,28,13,,,,,
2020-08-31,181,1022,241768,16,5784,2296000,.1,16482,,1043,.33000001,,.19,5443,.50999999,.23999999,.15000001,.1,.0049999999,.0049999999,1583,441,,40,,,,198,7168,6660,83755,683,17719,26707,86018,11,805,543,2759,15,1283,27,14,,,,,
